XX,Start,End,Term,Ontology,Identifier,Test_no
00000,30099,30112,ocular damage,Disease,MESH:D009422,444A
00000,30318,30352,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,444A
00000,30858,30863,Human,Species,9606,444A
00000,30876,30893,Estrogen Receptor,Gene,2099,444A
00000,31067,31072,human,Species,9606,444A
00000,31127,31144,estrogen receptor,Gene,2099,444A
00000,31282,31299,estrogen receptor,Gene,2099,444A
00000,31507,31524,Estrogen Receptor,Gene,2099,444A
00000,31564,31569,Human,Species,9606,444A
00000,31654,31671,Estrogen Receptor,Gene,2099,444A
00000,31694,31699,Human,Species,9606,444A
00000,31805,31818,17b-estradiol,Chemical,MESH:D020381,444A
00000,217,221,442E,Chemical,491
00000,459,464,human,Species,9606,491
00000,488,506,skin sensitisation,Disease,MESH:D012871,491
00000,669,672,AOP,Chemical,MESH:C111989,491
00000,698,716,Skin sensitisation,Disease,MESH:D012871,491
00000,994,997,AOP,Chemical,MESH:C111989,491
00000,1007,1012,human,Species,9606,491
00000,1066,1070,U937,CellLine,CVCL:0007,491
00000,1102,1106,SENS,Gene,284252,491
00000,1121,1134,Interleukin-8,Gene,3576,491
00000,1158,1162,IL-8,Gene,3576,491
00000,1512,1516,CD54,Gene,3383,491
00000,1518,1522,CD86,Gene,942,491
00000,1542,1546,IL-8,Gene,3576,491
00000,1628,1632,SENS,Gene,284252,491
00000,1742,1754,fluorochrome,Chemical,MESH:D005456,491
00000,1781,1785,IL-8,Gene,3576,491
00000,1812,1816,IL-8,Gene,3576,491
00000,1915,1919,IL-8,Gene,3576,491
00000,2185,2194,Mammalian,Species,9606,491
00000,2947,2954,mitosis,Disease,OMIM:604588,491
00000,3145,3152,mitosis,Disease,OMIM:604588,491
00000,3210,3215,Human,Species,9606,491
00000,3517,3522,human,Species,9606,491
00000,3654,3659,human,Species,9606,491
00000,4532,4536,IL-2,Gene,3558,491
00000,4585,4589,IL-2,Gene,3558,491
00000,4896,4900,IL-2,Gene,3558,491
00000,4902,4907,IFN-g,Gene,3458,491
00000,4912,4917,GAPDH,Gene,2597,491
00000,5129,5133,Nrf2,Gene,4780,491
00000,5197,5202,human,Species,9606,491
00000,5226,5244,skin sensitisation,Disease,MESH:D012871,491
00000,5285,5303,Skin sensitisation,Disease,MESH:D012871,491
00000,5564,5568,Nrf2,Gene,4780,491
00000,5771,5789,skin sensitisation,Disease,MESH:D012871,491
00000,6070,6074,Nrf2,Gene,4780,491
00000,6419,6423,Nrf2,Gene,4780,491
00000,6637,6641,Nrf2,Gene,4780,491
00000,6762,6766,Nrf2,Gene,4780,491
00000,6999,7008,Mammalian,Species,9606,491
00000,7170,7179,mammalian,Species,9606,491
00000,7195,7217,Structural aberrations,Disease,MESH:D002869,491
00000,7290,7299,Mammalian,Species,9606,491
00000,8052,8059,mitosis,Disease,OMIM:604588,491
00000,8250,8257,mitosis,Disease,OMIM:604588,491
00000,8285,8294,Mammalian,Species,9606,491
00000,8456,8465,mammalian,Species,9606,491
00000,8481,8503,Structural aberrations,Disease,MESH:D002869,491
00000,8576,8585,Mammalian,Species,9606,491
00000,9338,9345,mitosis,Disease,OMIM:604588,491
00000,9536,9543,mitosis,Disease,OMIM:604588,491
00000,9929,9938,Mammalian,Species,9606,491
00000,10099,10108,mammalian,Species,9606,491
00000,10124,10146,Structural aberrations,Disease,MESH:D002869,491
00000,10284,10297,Guideline 435,Chemical,MESH:C002099,491
00000,10752,10761,Mammalian,Species,9606,491
00000,10798,10807,mammalian,Species,9606,491
00000,10980,10989,thymidine,Chemical,MESH:D013936,491
00000,11006,11041,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,491
00000,11055,11059,HPRT,Gene,3251,491
00000,11081,11111,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,491
00000,11140,11144,HPRT,Gene,3251,491
00000,11239,11252,Phototoxicity,Disease,MESH:D017484,491
00000,11269,11274,Human,Species,9606,491
00000,11285,11328,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,491
00000,11542,11547,human,Species,9606,491
00000,11558,11571,phototoxicity,Disease,MESH:D017484,491
00000,11610,11620,phototoxic,Disease,MESH:D017484,491
00000,11693,11698,human,Species,9606,491
00000,11774,11787,Phototoxicity,Disease,MESH:D017484,491
00000,12007,12017,phototoxic,Disease,MESH:D017484,491
00000,12176,12181,Human,Species,9606,491
00000,12483,12488,human,Species,9606,491
00000,12620,12625,human,Species,9606,491
00000,13425,13438,Phototoxicity,Disease,MESH:D017484,491
00000,13500,13512,cytotoxicity,Disease,MESH:D064420,491
00000,13684,13689,Human,Species,9606,491
00000,13990,13995,human,Species,9606,491
00000,14127,14132,human,Species,9606,491
00000,15002,15007,Human,Species,9606,491
00000,15703,15725,defines skin corrosion,Disease,MESH:D012871,491
00000,15858,15872,skin corrosion,Disease,MESH:D012871,491
00000,15888,15893,human,Species,9606,491
00000,16487,16492,Human,Species,9606,491
00000,16561,16566,human,Species,9606,491
00000,16590,16604,skin corrosion,Disease,MESH:D012871,491
00000,16645,16659,Skin corrosion,Disease,MESH:D012871,491
00000,16742,16750,necrosis,Disease,MESH:D009336,491
00000,16898,16907,Mammalian,Species,9606,491
00000,16943,16947,Hprt,Gene,3251,491
00000,16975,16984,mammalian,Species,9606,491
00000,17139,17174,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,491
00000,17188,17192,HPRT,Gene,3251,491
00000,17217,17247,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,491
00000,17272,17276,HPRT,Gene,3251,491
00000,17371,17380,Mammalian,Species,9606,491
00000,17416,17425,Thymidine,Chemical,MESH:D013936,491
00000,17450,17459,mammalian,Species,9606,491
00000,17592,17601,mammalian,Species,9606,491
00000,17690,17694,7.2C,CellLine,CVCL:J025,491
00000,17709,17714,mouse,Species,10090,491
00000,17715,17723,lymphoma,Disease,MESH:D008223,491
00000,17731,17734,MLA,Chemical,MESH:C521086,491
00000,17896,17905,Mammalian,Species,9606,491
00000,17941,17945,Hprt,Gene,3251,491
00000,17973,17982,mammalian,Species,9606,491
00000,18137,18172,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,491
00000,18186,18190,HPRT,Gene,3251,491
00000,18215,18245,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,491
00000,18270,18274,HPRT,Gene,3251,491
00000,18369,18383,skin corrosion,Disease,MESH:D012871,491
00000,18399,18404,human,Species,9606,491
00000,18968,18977,Mammalian,Species,9606,491
00000,19013,19022,Thymidine,Chemical,MESH:D013936,491
00000,19047,19056,mammalian,Species,9606,491
00000,19189,19198,mammalian,Species,9606,491
00000,19287,19291,7.2C,CellLine,CVCL:J025,491
00000,19306,19311,mouse,Species,10090,491
00000,19312,19320,lymphoma,Disease,MESH:D008223,491
00000,19328,19331,MLA,Chemical,MESH:C521086,491
00000,19597,19602,human,Species,9606,491
00000,19619,19633,skin corrosion,Disease,MESH:D012871,491
00000,19654,19657,rat,Species,10116,491
00000,20028,20033,Human,Species,9606,491
00000,20102,20107,human,Species,9606,491
00000,20131,20145,skin corrosion,Disease,MESH:D012871,491
00000,20186,20200,Skin corrosion,Disease,MESH:D012871,491
00000,20283,20291,necrosis,Disease,MESH:D009336,491
00000,20550,20555,human,Species,9606,491
00000,20579,20593,skin corrosion,Disease,MESH:D012871,491
00000,20634,20648,Skin corrosion,Disease,MESH:D012871,491
00000,20731,20739,necrosis,Disease,MESH:D009336,491
00000,20942,20951,Mammalian,Species,9606,491
00000,21003,21016,Guideline 479,Chemical,MESH:C000596309,491
00000,21082,21091,Mammalian,Species,9606,491
00000,21245,21262,Estrogen Receptor,Gene,2099,491
00000,21437,21454,Estrogen Receptor,Gene,2099,491
00000,21589,21606,estrogen receptor,Gene,2099,491
00000,21837,21850,ERa-HeLa-9903,CellLine,CVCL:2485,491
00000,21877,21882,human,Species,9606,491
00000,21892,21897,tumor,Disease,MESH:D009369,491
00000,21907,21910,BG1,CellLine,CVCL:6570,491
00000,21936,21939,BG1,CellLine,CVCL:6570,491
00000,21944,21946,E2,CellLine,CVCL:6769,491
00000,21973,21978,human,Species,9606,491
00000,21979,22001,ovarian adenocarcinoma,Disease,MESH:D010051,491
00000,22966,22983,Estrogen Receptor,Gene,2099,491
00000,23158,23175,Estrogen Receptor,Gene,2099,491
00000,23310,23327,estrogen receptor,Gene,2099,491
00000,23558,23571,ERa-HeLa-9903,CellLine,CVCL:2485,491
00000,23598,23603,human,Species,9606,491
00000,23613,23618,tumor,Disease,MESH:D009369,491
00000,23628,23631,BG1,CellLine,CVCL:6570,491
00000,23657,23660,BG1,CellLine,CVCL:6570,491
00000,23665,23667,E2,CellLine,CVCL:6769,491
00000,23694,23699,human,Species,9606,491
00000,23700,23722,ovarian adenocarcinoma,Disease,MESH:D010051,491
00000,24643,24656,rainbow trout,Species,8022,491
00000,24782,24795,rainbow trout,Species,8022,491
00000,24798,24817,Oncorhynchus mykiss,Species,8022,491
00000,25552,25565,rainbow trout,Species,8022,491
00000,25645,25658,rainbow trout,Species,8022,491
00000,25661,25680,Oncorhynchus mykiss,Species,8022,491
00000,26463,26480,Estrogen Receptor,Gene,100136026,491
00000,26640,26657,Estrogen Receptor,Gene,100136026,491
00000,26770,26787,estrogen receptor,Gene,100136026,491
00000,27002,27015,ERa-HeLa-9903,CellLine,CVCL:2485,491
00000,27042,27047,human,Species,9606,491
00000,27057,27062,tumor,Disease,MESH:D009369,491
00000,27072,27075,BG1,CellLine,CVCL:6570,491
00000,27101,27104,BG1,CellLine,CVCL:6570,491
00000,27109,27111,E2,CellLine,CVCL:6769,491
00000,27138,27143,human,Species,9606,491
00000,27144,27166,ovarian adenocarcinoma,Disease,MESH:D010051,491
00000,27998,28007,Mammalian,Species,9606,491
00000,28068,28081,Guideline 482,Chemical,MESH:C056814,491
00000,28155,28164,Mammalian,Species,9606,491
00000,28587,28597,eye damage,Disease,MESH:D005131,491
00000,28652,28666,eye irritation,Disease,MESH:D005128,491
00000,28678,28688,eye damage,Disease,MESH:D005131,491
00000,29833,29845,cytotoxicity,Disease,MESH:D064420,491
00000,29950,29954,SIRC,CellLine,CVCL:2724,491
00000,29985,29998,polycarbonate,Chemical,MESH:C028237,491
00000,30062,30074,cytotoxicity,Disease,MESH:D064420,491
00000,30131,30135,SIRC,CellLine,CVCL:2724,491
00000,30244,30257,ocular damage,Disease,MESH:D009422,491
00000,30463,30497,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,491
00000,31003,31008,Human,Species,9606,491
00000,31021,31038,Estrogen Receptor,Gene,2099,491
00000,31212,31217,human,Species,9606,491
00000,31272,31289,estrogen receptor,Gene,2099,491
00000,31427,31444,estrogen receptor,Gene,2099,491
00000,31652,31669,Estrogen Receptor,Gene,2099,491
00000,31709,31714,Human,Species,9606,491
00000,31799,31816,Estrogen Receptor,Gene,2099,491
00000,31839,31844,Human,Species,9606,491
00000,31950,31963,17b-estradiol,Chemical,MESH:D020381,491
00000,27,36,Mammalian,Species,9606,490
00000,72,81,Thymidine,Chemical,MESH:D013936,490
00000,107,111,442E,Chemical,490
00000,349,354,human,Species,9606,490
00000,378,396,skin sensitisation,Disease,MESH:D012871,490
00000,559,562,AOP,Chemical,MESH:C111989,490
00000,588,606,Skin sensitisation,Disease,MESH:D012871,490
00000,884,887,AOP,Chemical,MESH:C111989,490
00000,897,902,human,Species,9606,490
00000,956,960,U937,CellLine,CVCL:0007,490
00000,992,996,SENS,Gene,284252,490
00000,1011,1024,Interleukin-8,Gene,3576,490
00000,1048,1052,IL-8,Gene,3576,490
00000,1402,1406,CD54,Gene,3383,490
00000,1408,1412,CD86,Gene,942,490
00000,1432,1436,IL-8,Gene,3576,490
00000,1518,1522,SENS,Gene,284252,490
00000,1632,1644,fluorochrome,Chemical,MESH:D005456,490
00000,1671,1675,IL-8,Gene,3576,490
00000,1702,1706,IL-8,Gene,3576,490
00000,1805,1809,IL-8,Gene,3576,490
00000,2075,2084,Mammalian,Species,9606,490
00000,2837,2844,mitosis,Disease,OMIM:604588,490
00000,3035,3042,mitosis,Disease,OMIM:604588,490
00000,3100,3105,Human,Species,9606,490
00000,3407,3412,human,Species,9606,490
00000,3544,3549,human,Species,9606,490
00000,4422,4426,IL-2,Gene,3558,490
00000,4475,4479,IL-2,Gene,3558,490
00000,4786,4790,IL-2,Gene,3558,490
00000,4792,4797,IFN-g,Gene,3458,490
00000,4802,4807,GAPDH,Gene,2597,490
00000,5019,5023,Nrf2,Gene,4780,490
00000,5087,5092,human,Species,9606,490
00000,5116,5134,skin sensitisation,Disease,MESH:D012871,490
00000,5175,5193,Skin sensitisation,Disease,MESH:D012871,490
00000,5454,5458,Nrf2,Gene,4780,490
00000,5661,5679,skin sensitisation,Disease,MESH:D012871,490
00000,5960,5964,Nrf2,Gene,4780,490
00000,6309,6313,Nrf2,Gene,4780,490
00000,6527,6531,Nrf2,Gene,4780,490
00000,6652,6656,Nrf2,Gene,4780,490
00000,6889,6898,Mammalian,Species,9606,490
00000,7060,7069,mammalian,Species,9606,490
00000,7085,7107,Structural aberrations,Disease,MESH:D002869,490
00000,7180,7189,Mammalian,Species,9606,490
00000,7942,7949,mitosis,Disease,OMIM:604588,490
00000,8140,8147,mitosis,Disease,OMIM:604588,490
00000,8175,8184,Mammalian,Species,9606,490
00000,8346,8355,mammalian,Species,9606,490
00000,8371,8393,Structural aberrations,Disease,MESH:D002869,490
00000,8466,8475,Mammalian,Species,9606,490
00000,9228,9235,mitosis,Disease,OMIM:604588,490
00000,9426,9433,mitosis,Disease,OMIM:604588,490
00000,9819,9828,Mammalian,Species,9606,490
00000,9989,9998,mammalian,Species,9606,490
00000,10014,10036,Structural aberrations,Disease,MESH:D002869,490
00000,10174,10187,Guideline 435,Chemical,MESH:C002099,490
00000,10642,10651,Mammalian,Species,9606,490
00000,10688,10697,mammalian,Species,9606,490
00000,10870,10879,thymidine,Chemical,MESH:D013936,490
00000,10896,10931,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,490
00000,10945,10949,HPRT,Gene,3251,490
00000,10971,11001,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,490
00000,11030,11034,HPRT,Gene,3251,490
00000,11129,11142,Phototoxicity,Disease,MESH:D017484,490
00000,11159,11164,Human,Species,9606,490
00000,11175,11218,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,490
00000,11432,11437,human,Species,9606,490
00000,11448,11461,phototoxicity,Disease,MESH:D017484,490
00000,11500,11510,phototoxic,Disease,MESH:D017484,490
00000,11583,11588,human,Species,9606,490
00000,11664,11677,Phototoxicity,Disease,MESH:D017484,490
00000,11897,11907,phototoxic,Disease,MESH:D017484,490
00000,12066,12071,Human,Species,9606,490
00000,12373,12378,human,Species,9606,490
00000,12510,12515,human,Species,9606,490
00000,13315,13328,Phototoxicity,Disease,MESH:D017484,490
00000,13390,13402,cytotoxicity,Disease,MESH:D064420,490
00000,13574,13579,Human,Species,9606,490
00000,13880,13885,human,Species,9606,490
00000,14017,14022,human,Species,9606,490
00000,14892,14897,Human,Species,9606,490
00000,15593,15615,defines skin corrosion,Disease,MESH:D012871,490
00000,15748,15762,skin corrosion,Disease,MESH:D012871,490
00000,15778,15783,human,Species,9606,490
00000,16377,16382,Human,Species,9606,490
00000,16451,16456,human,Species,9606,490
00000,16480,16494,skin corrosion,Disease,MESH:D012871,490
00000,16535,16549,Skin corrosion,Disease,MESH:D012871,490
00000,16632,16640,necrosis,Disease,MESH:D009336,490
00000,16788,16797,Mammalian,Species,9606,490
00000,16833,16837,Hprt,Gene,3251,490
00000,16865,16874,mammalian,Species,9606,490
00000,17029,17064,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,490
00000,17078,17082,HPRT,Gene,3251,490
00000,17107,17137,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,490
00000,17162,17166,HPRT,Gene,3251,490
00000,17261,17270,Mammalian,Species,9606,490
00000,17306,17315,Thymidine,Chemical,MESH:D013936,490
00000,17340,17349,mammalian,Species,9606,490
00000,17482,17491,mammalian,Species,9606,490
00000,17580,17584,7.2C,CellLine,CVCL:J025,490
00000,17599,17604,mouse,Species,10090,490
00000,17605,17613,lymphoma,Disease,MESH:D008223,490
00000,17621,17624,MLA,Chemical,MESH:C521086,490
00000,17786,17795,Mammalian,Species,9606,490
00000,17831,17835,Hprt,Gene,3251,490
00000,17863,17872,mammalian,Species,9606,490
00000,18027,18062,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,490
00000,18076,18080,HPRT,Gene,3251,490
00000,18105,18135,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,490
00000,18160,18164,HPRT,Gene,3251,490
00000,18259,18273,skin corrosion,Disease,MESH:D012871,490
00000,18289,18294,human,Species,9606,490
00000,18858,18867,Mammalian,Species,9606,490
00000,18903,18912,Thymidine,Chemical,MESH:D013936,490
00000,18937,18946,mammalian,Species,9606,490
00000,19079,19088,mammalian,Species,9606,490
00000,19177,19181,7.2C,CellLine,CVCL:J025,490
00000,19196,19201,mouse,Species,10090,490
00000,19202,19210,lymphoma,Disease,MESH:D008223,490
00000,19218,19221,MLA,Chemical,MESH:C521086,490
00000,19487,19492,human,Species,9606,490
00000,19509,19523,skin corrosion,Disease,MESH:D012871,490
00000,19544,19547,rat,Species,10116,490
00000,19918,19923,Human,Species,9606,490
00000,19992,19997,human,Species,9606,490
00000,20021,20035,skin corrosion,Disease,MESH:D012871,490
00000,20076,20090,Skin corrosion,Disease,MESH:D012871,490
00000,20173,20181,necrosis,Disease,MESH:D009336,490
00000,20440,20445,human,Species,9606,490
00000,20469,20483,skin corrosion,Disease,MESH:D012871,490
00000,20524,20538,Skin corrosion,Disease,MESH:D012871,490
00000,20621,20629,necrosis,Disease,MESH:D009336,490
00000,20832,20841,Mammalian,Species,9606,490
00000,20893,20906,Guideline 479,Chemical,MESH:C000596309,490
00000,20972,20981,Mammalian,Species,9606,490
00000,21135,21152,Estrogen Receptor,Gene,2099,490
00000,21327,21344,Estrogen Receptor,Gene,2099,490
00000,21479,21496,estrogen receptor,Gene,2099,490
00000,21727,21740,ERa-HeLa-9903,CellLine,CVCL:2485,490
00000,21767,21772,human,Species,9606,490
00000,21782,21787,tumor,Disease,MESH:D009369,490
00000,21797,21800,BG1,CellLine,CVCL:6570,490
00000,21826,21829,BG1,CellLine,CVCL:6570,490
00000,21834,21836,E2,CellLine,CVCL:6769,490
00000,21863,21868,human,Species,9606,490
00000,21869,21891,ovarian adenocarcinoma,Disease,MESH:D010051,490
00000,22856,22873,Estrogen Receptor,Gene,2099,490
00000,23048,23065,Estrogen Receptor,Gene,2099,490
00000,23200,23217,estrogen receptor,Gene,2099,490
00000,23448,23461,ERa-HeLa-9903,CellLine,CVCL:2485,490
00000,23488,23493,human,Species,9606,490
00000,23503,23508,tumor,Disease,MESH:D009369,490
00000,23518,23521,BG1,CellLine,CVCL:6570,490
00000,23547,23550,BG1,CellLine,CVCL:6570,490
00000,23555,23557,E2,CellLine,CVCL:6769,490
00000,23584,23589,human,Species,9606,490
00000,23590,23612,ovarian adenocarcinoma,Disease,MESH:D010051,490
00000,24533,24546,rainbow trout,Species,8022,490
00000,24672,24685,rainbow trout,Species,8022,490
00000,24688,24707,Oncorhynchus mykiss,Species,8022,490
00000,25442,25455,rainbow trout,Species,8022,490
00000,25535,25548,rainbow trout,Species,8022,490
00000,25551,25570,Oncorhynchus mykiss,Species,8022,490
00000,26353,26370,Estrogen Receptor,Gene,100136026,490
00000,26530,26547,Estrogen Receptor,Gene,100136026,490
00000,26660,26677,estrogen receptor,Gene,100136026,490
00000,26892,26905,ERa-HeLa-9903,CellLine,CVCL:2485,490
00000,26932,26937,human,Species,9606,490
00000,26947,26952,tumor,Disease,MESH:D009369,490
00000,26962,26965,BG1,CellLine,CVCL:6570,490
00000,26991,26994,BG1,CellLine,CVCL:6570,490
00000,26999,27001,E2,CellLine,CVCL:6769,490
00000,27028,27033,human,Species,9606,490
00000,27034,27056,ovarian adenocarcinoma,Disease,MESH:D010051,490
00000,27888,27897,Mammalian,Species,9606,490
00000,27958,27971,Guideline 482,Chemical,MESH:C056814,490
00000,28045,28054,Mammalian,Species,9606,490
00000,28477,28487,eye damage,Disease,MESH:D005131,490
00000,28542,28556,eye irritation,Disease,MESH:D005128,490
00000,28568,28578,eye damage,Disease,MESH:D005131,490
00000,29723,29735,cytotoxicity,Disease,MESH:D064420,490
00000,29840,29844,SIRC,CellLine,CVCL:2724,490
00000,29875,29888,polycarbonate,Chemical,MESH:C028237,490
00000,29952,29964,cytotoxicity,Disease,MESH:D064420,490
00000,30021,30025,SIRC,CellLine,CVCL:2724,490
00000,30134,30147,ocular damage,Disease,MESH:D009422,490
00000,30353,30387,Thiazolyl Blue Tetrazolium Bromide,Chemical,MESH:C022616,490
00000,30893,30898,Human,Species,9606,490
00000,30911,30928,Estrogen Receptor,Gene,2099,490
00000,31102,31107,human,Species,9606,490
00000,31162,31179,estrogen receptor,Gene,2099,490
00000,31317,31334,estrogen receptor,Gene,2099,490
00000,31542,31559,Estrogen Receptor,Gene,2099,490
00000,31599,31604,Human,Species,9606,490
00000,31689,31706,Estrogen Receptor,Gene,2099,490
00000,31729,31734,Human,Species,9606,490
00000,31840,31853,17b-estradiol,Chemical,MESH:D020381,490
00000,116,133,Estrogen Receptor,Gene,2099,455
00000,156,160,442E,Chemical,455
00000,398,403,human,Species,9606,455
00000,427,445,skin sensitisation,Disease,MESH:D012871,455
00000,608,611,AOP,Chemical,MESH:C111989,455
00000,637,655,Skin sensitisation,Disease,MESH:D012871,455
00000,933,936,AOP,Chemical,MESH:C111989,455
00000,946,951,human,Species,9606,455
00000,1005,1009,U937,CellLine,CVCL:0007,455
00000,1041,1045,SENS,Gene,284252,455
00000,1060,1073,Interleukin-8,Gene,3576,455
00000,1097,1101,IL-8,Gene,3576,455
00000,1451,1455,CD54,Gene,3383,455
00000,1457,1461,CD86,Gene,942,455
00000,1481,1485,IL-8,Gene,3576,455
00000,1567,1571,SENS,Gene,284252,455
00000,1681,1693,fluorochrome,Chemical,MESH:D005456,455
00000,1720,1724,IL-8,Gene,3576,455
00000,1751,1755,IL-8,Gene,3576,455
00000,1854,1858,IL-8,Gene,3576,455
00000,2124,2133,Mammalian,Species,9606,455
00000,2886,2893,mitosis,Disease,OMIM:604588,455
00000,3084,3091,mitosis,Disease,OMIM:604588,455
00000,3149,3154,Human,Species,9606,455
00000,3456,3461,human,Species,9606,455
00000,3593,3598,human,Species,9606,455
00000,4471,4475,IL-2,Gene,3558,455
00000,4524,4528,IL-2,Gene,3558,455
00000,4835,4839,IL-2,Gene,3558,455
00000,4841,4846,IFN-g,Gene,3458,455
00000,4851,4856,GAPDH,Gene,2597,455
00000,5068,5072,Nrf2,Gene,4780,455
00000,5136,5141,human,Species,9606,455
00000,5165,5183,skin sensitisation,Disease,MESH:D012871,455
00000,5224,5242,Skin sensitisation,Disease,MESH:D012871,455
00000,5503,5507,Nrf2,Gene,4780,455
00000,5710,5728,skin sensitisation,Disease,MESH:D012871,455
00000,6009,6013,Nrf2,Gene,4780,455
00000,6358,6362,Nrf2,Gene,4780,455
00000,6576,6580,Nrf2,Gene,4780,455
00000,6701,6705,Nrf2,Gene,4780,455
00000,6938,6947,Mammalian,Species,9606,455
00000,7109,7118,mammalian,Species,9606,455
00000,7134,7156,Structural aberrations,Disease,MESH:D002869,455
00000,7229,7238,Mammalian,Species,9606,455
00000,7991,7998,mitosis,Disease,OMIM:604588,455
00000,8189,8196,mitosis,Disease,OMIM:604588,455
00000,8224,8233,Mammalian,Species,9606,455
00000,8395,8404,mammalian,Species,9606,455
00000,8420,8442,Structural aberrations,Disease,MESH:D002869,455
00000,8515,8524,Mammalian,Species,9606,455
00000,9277,9284,mitosis,Disease,OMIM:604588,455
00000,9475,9482,mitosis,Disease,OMIM:604588,455
00000,9868,9877,Mammalian,Species,9606,455
00000,10038,10047,mammalian,Species,9606,455
00000,10063,10085,Structural aberrations,Disease,MESH:D002869,455
00000,10223,10236,Guideline 435,Chemical,MESH:C002099,455
00000,10691,10700,Mammalian,Species,9606,455
00000,10737,10746,mammalian,Species,9606,455
00000,10919,10928,thymidine,Chemical,MESH:D013936,455
00000,10945,10980,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,455
00000,10994,10998,HPRT,Gene,3251,455
00000,11020,11050,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,455
00000,11079,11083,HPRT,Gene,3251,455
00000,11178,11191,Phototoxicity,Disease,MESH:D017484,455
00000,11208,11213,Human,Species,9606,455
00000,11224,11267,Phototoxicity test methodSkin phototoxicity,Disease,MESH:D017484,455
00000,11481,11486,human,Species,9606,455
00000,11497,11510,phototoxicity,Disease,MESH:D017484,455
00000,11549,11559,phototoxic,Disease,MESH:D017484,455
00000,11632,11637,human,Species,9606,455
00000,11713,11726,Phototoxicity,Disease,MESH:D017484,455
00000,11946,11956,phototoxic,Disease,MESH:D017484,455
00000,12115,12120,Human,Species,9606,455
00000,12422,12427,human,Species,9606,455
00000,12559,12564,human,Species,9606,455
00000,13364,13377,Phototoxicity,Disease,MESH:D017484,455
00000,13439,13451,cytotoxicity,Disease,MESH:D064420,455
00000,13623,13628,Human,Species,9606,455
00000,13929,13934,human,Species,9606,455
00000,14066,14071,human,Species,9606,455
00000,14941,14946,Human,Species,9606,455
00000,15642,15664,defines skin corrosion,Disease,MESH:D012871,455
00000,15797,15811,skin corrosion,Disease,MESH:D012871,455
00000,15827,15832,human,Species,9606,455
00000,16426,16431,Human,Species,9606,455
00000,16500,16505,human,Species,9606,455
00000,16529,16543,skin corrosion,Disease,MESH:D012871,455
00000,16584,16598,Skin corrosion,Disease,MESH:D012871,455
00000,16681,16689,necrosis,Disease,MESH:D009336,455
00000,16837,16846,Mammalian,Species,9606,455
00000,16882,16886,Hprt,Gene,3251,455
00000,16914,16923,mammalian,Species,9606,455
00000,17078,17113,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,455
00000,17127,17131,HPRT,Gene,3251,455
00000,17156,17186,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,455
00000,17211,17215,HPRT,Gene,3251,455
00000,17310,17319,Mammalian,Species,9606,455
00000,17355,17364,Thymidine,Chemical,MESH:D013936,455
00000,17389,17398,mammalian,Species,9606,455
00000,17531,17540,mammalian,Species,9606,455
00000,17629,17633,7.2C,CellLine,CVCL:J025,455
00000,17648,17653,mouse,Species,10090,455
00000,17654,17662,lymphoma,Disease,MESH:D008223,455
00000,17670,17673,MLA,Chemical,MESH:C521086,455
00000,17835,17844,Mammalian,Species,9606,455
00000,17880,17884,Hprt,Gene,3251,455
00000,17912,17921,mammalian,Species,9606,455
00000,18076,18111,hypoxanthine-guanine phosphoribosyl,Chemical,MESH:D007042,455
00000,18125,18129,HPRT,Gene,3251,455
00000,18154,18184,xanthineguanine phosphoribosyl,Chemical,MESH:C003130,455
00000,18209,18213,HPRT,Gene,3251,455
00000,18308,18322,skin corrosion,Disease,MESH:D012871,455
00000,18338,18343,human,Species,9606,455
00000,18907,18916,Mammalian,Species,9606,455
00000,18952,18961,Thymidine,Chemical,MESH:D013936,455
00000,18986,18995,mammalian,Species,9606,455
00000,19128,19137,mammalian,Species,9606,455
00000,19226,19230,7.2C,CellLine,CVCL:J025,455
00000,19245,19250,mouse,Species,10090,455
00000,19251,19259,lymphoma,Disease,MESH:D008223,455
00000,19267,19270,MLA,Chemical,MESH:C521086,455
00000,19536,19541,human,Species,9606,455
00000,19558,19572,skin corrosion,Disease,MESH:D012871,455
00000,19593,19596,rat,Species,10116,455
00000,19967,19972,Human,Species,9606,455
00000,20041,20046,human,Species,9606,455
